what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1359688217565
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1359688217565
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1359688217566
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1359688217568
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1359688217569
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1359688217569
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1359688217580
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1359688217580
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1359688217580
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1359688217580
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1359688217580
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1359688233616
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1359688233619
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1359688233620
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1359688233643
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1359688233644
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1359688233665
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1359688233700
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1359688233701
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1359688233712
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1359688233713
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1359688233714
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1359688233714
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1359688233715
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1359688233716
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1359688233717
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1359688233717
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1359688233718
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1359688233719
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1359688233719
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1359688233719
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1359688233720
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1359688233721
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1359688233721
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1359688233722
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1359688233722
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1359688233723
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1359688233723
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1359688233724
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1359688233724
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1359688233725
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1359688233725
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1359688233726
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1359688233726
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1359688233727
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1359688233727
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1359688233728
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1359688233729
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1359688233729
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1359688233730
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1359688233730
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1359688233731
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1359688233731
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1359688233732
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1359688233733
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1359688233733
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1359688233734
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1359688233734
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1359688233734
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1359688233735
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1359688233735
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1359688233736
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1359688233736
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1359688233737
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1359688233738
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1359688233739
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1359688233740
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1359688233741
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1359688233741
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1359688233741
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1359688233742
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1359688233743
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1359688233744
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1359688233744
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1359688233745
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1359688233746
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1359688233747
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1359688233749
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1359688233749
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1359688233750
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1359688233750
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1359688233751
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1359688233751
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1359688233751
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1359688233752
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1359688233753
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1359688233753
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1359688233753
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1359688233754
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1359688233755
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1359688233755
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1359688233757
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1359688233757
os,sysinfo,,,"macosx",1359688233760
arch,sysinfo,,,"x86_64",1359688233760
ws,sysinfo,,,"cocoa",1359688233760
locale,sysinfo,,,"en_US",1359688233760
processors,sysinfo,,,"2",1359688233760
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1359688233760
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1359688233760
java.specification.name,sysinfo,,,"Java Platform API Specification",1359688233760
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359688233760
java.specification.version,sysinfo,,,"1.6",1359688233760
java.vendor,sysinfo,,,"Apple Inc.",1359688233760
java.version,sysinfo,,,"1.6.0_37",1359688233760
java.vm.info,sysinfo,,,"mixed mode",1359688233760
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1359688233761
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359688233761
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359688233761
java.vm.specification.version,sysinfo,,,"1.0",1359688233761
java.vm.vendor,sysinfo,,,"Apple Inc.",1359688233761
java.vm.version,sysinfo,,,"20.12-b01-434",1359688233761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688246986
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1359688256534
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1359688256570
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1359688256612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688268428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359688309458
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359688318128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688341277
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688345722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688353503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688355791
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688359612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688369845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688369976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688370393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688379149
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688380486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688429993
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359688535332
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688545663
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688634815
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359688634848
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359688641515
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1359688641771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688645059
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1359688747316
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688748174
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359688748358
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359688748436
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359688750652
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688753362
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688760049
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359688760219
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359688760292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359688774050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689434347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689464678
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689465957
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359689501041
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359689502763
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689503577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689505958
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1359689539221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689678196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689678750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689682477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689687250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689700311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689791040
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359689830673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689832670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689916818
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1359689917540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689926294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359689958114
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359689990047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690010619
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690010732
error,log,,,"Unhandled event loop exception",1359690010885
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359690021350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690023843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690041811
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690041957
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690042026
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1359690074616
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690078069
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690078319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690078331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690078488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690081582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690081760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690082699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690091646
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690111394
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359690118442
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359690135174
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690137752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690167278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690171034
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359690200063
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690207711
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1359690209201
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1359690209870
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690210529
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690212110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1359690213333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359690214257
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359690225559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690227326
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690232752
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690235517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359690240797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359690243730
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359690245862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359690266139
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690280319
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359690282063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690810911
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690817914
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690822776
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690828984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359690941035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691204193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359691255686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691256411
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359691282578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691282736
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691290233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691310812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1359691323263
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691329556
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691329630
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359691416341
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691416701
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691416773
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359691428312
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691428530
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691428607
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691514738
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691524357
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691528492
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691534258
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691564067
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691572448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691725846
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691729097
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691780064
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359691784735
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691785009
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691785085
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359691792289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691795575
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359691799909
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691800044
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691800106
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359691802188
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691802381
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1359691804695
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359691806282
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691806659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1359691808486
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359691809123
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1359691812652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359691813069
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359691824061
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691826859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1359691828075
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691838377
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1359691840774
